identifier,RWS,transportType,accessAllowed,openingHours,permitRequired,bookingRequired,bookingURL,maxHeight,maxLength,maxWidth,maxWeight,trailerCombinedWith,dateUpdated
open3r-trans-sct-abd-abdt0000009,hwrc-sct-abd-wmll1018935,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000010,hwrc-sct-abd-wmll1018935,hwrc-trans-05,0,,,,,,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000011,hwrc-sct-abd-wmll1155721,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m ,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000012,hwrc-sct-abd-wmll1155721,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
open3r-trans-sct-abd-abdt0000013,hwrc-sct-abd-wmll1155721,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000014,hwrc-sct-abd-wmll1155721,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000015,hwrc-sct-abd-wmll1155721,hwrc-trans-05,0,,,,,,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000016,hwrc-sct-abd-wmll1155721,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000017,hwrc-sct-abd-wmll1155721,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
open3r-trans-sct-abd-abdt0000018,hwrc-sct-abd-wmll1155721,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000019,hwrc-sct-abd-wmll1155721,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000020,hwrc-sct-abd-wmll1155721,hwrc-trans-05,1,Mo-Su 12:00-12:30,,,,,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000021,hwrc-sct-abd-wmln0020025,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000022,hwrc-sct-abd-wmln0020025,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
open3r-trans-sct-abd-abdt0000023,hwrc-sct-abd-wmln0020025,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000024,hwrc-sct-abd-wmln0020025,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000025,hwrc-sct-abd-wmln0020025,hwrc-trans-05,1,Mo-Su 12:00-12:30,,,,,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000026,hwrc-sct-abd-wmln0020029,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000027,hwrc-sct-abd-wmln0020029,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
open3r-trans-sct-abd-abdt0000028,hwrc-sct-abd-wmln0020029,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000029,hwrc-sct-abd-wmln0020029,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000030,hwrc-sct-abd-wmln0020029,hwrc-trans-05,1,"Tu, Sa 12:00-12:30",,,,,,,,,24/09/2021
open3r-trans-sct-abd-abdt0000031,hwrc-sct-abd-wmln0020027,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000032,hwrc-sct-abd-wmln0020027,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000033,hwrc-sct-abd-wmln0020027,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000034,hwrc-sct-abd-wmln0020027,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000035,hwrc-sct-abd-wmln0020027,hwrc-trans-05,0,,,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000036,hwrc-sct-abd-wmle0220219,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000037,hwrc-sct-abd-wmle0220219,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000038,hwrc-sct-abd-wmle0220219,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000039,hwrc-sct-abd-wmle0220219,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000040,hwrc-sct-abd-wmle0220219,hwrc-trans-05,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000041,hwrc-sct-abd-wmll1169623,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000042,hwrc-sct-abd-wmll1169623,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000043,hwrc-sct-abd-wmll1169623,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000044,hwrc-sct-abd-wmll1169623,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000045,hwrc-sct-abd-wmll1169623,hwrc-trans-05,0,,,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000046,hwrc-sct-abd-wmln0020034,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000047,hwrc-sct-abd-wmln0020034,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000048,hwrc-sct-abd-wmln0020034,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000049,hwrc-sct-abd-wmln0020034,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000050,hwrc-sct-abd-wmln0020034,hwrc-trans-05,0,,,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000051,hwrc-sct-abd-wmll1148211,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000052,hwrc-sct-abd-wmll1148211,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000053,hwrc-sct-abd-wmll1148211,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000054,hwrc-sct-abd-wmll1148211,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000055,hwrc-sct-abd-wmll1148211,hwrc-trans-05,0,,,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000056,hwrc-sct-abd-wmln0020038,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000057,hwrc-sct-abd-wmln0020038,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000058,hwrc-sct-abd-wmln0020038,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000059,hwrc-sct-abd-wmln0020038,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000060,hwrc-sct-abd-wmln0020038,hwrc-trans-05,1,"Tu, Sa 12:00-12:30",,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000061,hwrc-sct-abd-wmln0220298,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000062,hwrc-sct-abd-wmln0220298,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000063,hwrc-sct-abd-wmln0220298,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000064,hwrc-sct-abd-wmln0220298,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000065,hwrc-sct-abd-wmln0220298,hwrc-trans-05,0,,,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000066,hwrc-sct-abd-wmln0020035,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000067,hwrc-sct-abd-wmln0020035,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000068,hwrc-sct-abd-wmln0020035,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000069,hwrc-sct-abd-wmln0020035,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000070,hwrc-sct-abd-wmln0020035,hwrc-trans-05,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000071,hwrc-sct-abd-wmln0020212,hwrc-trans-01,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
open3r-trans-sct-abd-abdt0000072,hwrc-sct-abd-wmln0020212,hwrc-trans-02,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
open3r-trans-sct-abd-abdt0000073,hwrc-sct-abd-wmln0020212,hwrc-trans-03,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000074,hwrc-sct-abd-wmln0020212,hwrc-trans-04,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
open3r-trans-sct-abd-abdt0000075,hwrc-sct-abd-wmln0020212,hwrc-trans-05,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
